 Nº_boletim;data_hora_boletim;  seq_veic; cod_categ; descricao_categoria; cod_especie;  descricao_especie; cod_situacao; desc_situacao; tipo_socorro; desc_tipo_socorro
2024-055007432-001;09/12/2024 00:26;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2024-055007432-001;09/12/2024 00:26;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-055013888-001;09/12/2024 01:57;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-055023030-001;09/12/2024 06:18;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055023030-001;09/12/2024 06:18;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-055026138-001;09/12/2024 08:22;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-055026138-001;09/12/2024 08:22;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055026389-001;09/12/2024 07:19;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-055028137-001;09/12/2024 07:37;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055028137-001;09/12/2024 07:37;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-055039923-001;09/12/2024 07:03;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-055040210-001;28/11/2024 07:55;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-055040210-001;28/11/2024 07:55;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055042037-001;09/12/2024 08:04;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-055042037-001;09/12/2024 08:04;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055044220-001;05/12/2024 09:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;4;TERCEIROS           
2024-055048153-001;09/12/2024 09:53;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055049160-001;09/12/2024 09:43;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-055049578-001;09/12/2024 10:04;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-055049578-001;09/12/2024 10:04;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055051878-001;09/12/2024 11:05;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2024-055051878-001;09/12/2024 11:05;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055053206-001;09/12/2024 10:19;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055053206-001;09/12/2024 10:19;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-055060656-001;09/12/2024 11:44;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055060656-001;09/12/2024 11:44;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-055061817-001;04/12/2024 17:05;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-055061817-001;04/12/2024 17:05;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055064799-001;09/12/2024 09:03;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-055064799-001;09/12/2024 09:03;2;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055064880-001;07/12/2024 07:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-055064880-001;07/12/2024 07:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055065646-001;07/12/2024 13:01;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-055065646-001;07/12/2024 13:01;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055087906-001;09/12/2024 13:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-055087906-001;09/12/2024 13:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055087906-001;09/12/2024 13:00;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055088092-001;09/12/2024 11:50;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055088092-001;09/12/2024 11:50;2;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055088155-001;09/12/2024 14:52;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-055088155-001;09/12/2024 14:52;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055088889-001;09/12/2024 14:37;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055090351-001;09/12/2024 10:34;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-055090351-001;09/12/2024 10:34;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-056649467-001;19/12/2024 12:13;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056649467-001;19/12/2024 12:13;2;0;NAO INFORMADO                 ;14;CARROCA                       ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056652614-001;19/12/2024 10:07;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056652614-001;19/12/2024 10:07;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056653230-001;19/12/2024 06:44;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-056653230-001;19/12/2024 06:44;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056675149-001;19/12/2024 14:49;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2024-056675149-001;19/12/2024 14:49;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2024-056678506-001;19/12/2024 14:43;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056682216-001;19/12/2024 15:08;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056682216-001;19/12/2024 15:08;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056684165-001;19/12/2024 15:01;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-056686478-001;19/12/2024 14:35;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-056686478-001;19/12/2024 14:35;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056686872-001;19/12/2024 12:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056686872-001;19/12/2024 12:30;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-056687983-001;19/12/2024 14:05;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-056687983-001;19/12/2024 14:05;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056692932-001;19/12/2024 15:17;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056692932-001;19/12/2024 15:17;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056698460-001;19/12/2024 15:50;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056702080-001;19/12/2024 17:08;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056702080-001;19/12/2024 17:08;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056708112-001;19/12/2024 17:06;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056708112-001;19/12/2024 17:06;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;0;NÃO INFORMADO       
2024-056708112-001;19/12/2024 17:06;1;4;ALUGUEL                       ;8;ONIBUS                        ;2;PARADO         ;6;NÃO SE APLICA       
2024-056710321-001;19/12/2024 17:30;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056718707-001;19/12/2024 18:10;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056728483-001;19/12/2024 19:05;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056728483-001;19/12/2024 19:05;2;3;PARTICULAR                    ;3;MOTONETA                      ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056734214-001;19/12/2024 20:48;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056734214-001;19/12/2024 20:48;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-056735732-001;19/12/2024 19:23;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056740447-001;19/12/2024 21:15;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056740447-001;19/12/2024 21:15;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056747871-001;18/12/2024 08:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-056747871-001;18/12/2024 08:40;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056756831-001;19/12/2024 22:47;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056756831-001;19/12/2024 22:47;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056773789-001;20/12/2024 02:49;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056773789-001;20/12/2024 02:49;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-056775210-001;20/12/2024 02:00;1;4;ALUGUEL                       ;12;CAMIONETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-056775565-001;20/12/2024 00:26;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-056775565-001;20/12/2024 00:26;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-056777250-001;20/12/2024 05:13;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056777250-001;20/12/2024 05:13;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056784224-001;20/12/2024 07:26;1;3;PARTICULAR                    ;3;MOTONETA                      ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-056784224-001;20/12/2024 07:26;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056784800-001;20/12/2024 07:52;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056784800-001;20/12/2024 07:52;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056788523-001;13/12/2024 05:12;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056791947-001;20/12/2024 08:47;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-056791947-001;20/12/2024 08:47;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-056792274-001;20/12/2024 08:43;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2024-056792274-001;20/12/2024 08:43;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-056801840-001;20/12/2024 09:56;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057080047-001;22/12/2024 09:10;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-057081264-001;21/12/2024 12:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2024-057081264-001;21/12/2024 12:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057089089-001;22/12/2024 11:53;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057089089-001;22/12/2024 11:53;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057091260-001;22/12/2024 12:33;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057091260-001;22/12/2024 12:33;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-057096156-001;22/12/2024 13:53;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-057096156-001;22/12/2024 13:53;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-057103699-001;22/12/2024 14:16;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057103699-001;22/12/2024 14:16;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057103699-001;22/12/2024 14:16;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057106677-001;22/12/2024 14:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057117006-001;22/12/2024 16:02;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÃO SE APLICA       
2024-057117006-001;22/12/2024 16:02;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057121816-001;22/12/2024 16:25;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057121816-001;22/12/2024 16:25;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057121950-001;22/12/2024 17:08;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057121950-001;22/12/2024 17:08;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057124807-001;22/12/2024 15:07;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057125604-001;22/12/2024 16:47;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057125604-001;22/12/2024 16:47;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057134110-001;22/12/2024 17:56;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057134110-001;22/12/2024 17:56;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2024-057140929-001;22/12/2024 16:45;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057142157-001;22/12/2024 18:47;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;2;PARADO         ;6;NÃO SE APLICA       
2024-057142157-001;22/12/2024 18:47;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057143606-001;22/12/2024 19:28;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057146519-001;22/12/2024 19:40;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057146519-001;22/12/2024 19:40;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057146519-001;22/12/2024 19:40;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057147620-001;21/12/2024 14:50;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057147620-001;21/12/2024 14:50;2;0;NAO INFORMADO                 ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057150532-001;22/12/2024 19:55;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057150532-001;22/12/2024 19:55;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057156031-001;22/12/2024 21:35;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057156031-001;22/12/2024 21:35;2;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057170637-001;22/12/2024 23:29;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057170637-001;22/12/2024 23:29;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057173509-001;22/12/2024 22:58;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2024-057173509-001;22/12/2024 22:58;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057176831-001;23/12/2024 00:03;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057176831-001;23/12/2024 00:03;2;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057188130-001;23/12/2024 04:08;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
2024-057188130-001;23/12/2024 04:08;1;1;OFICIAL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057200033-001;23/12/2024 08:21;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057200033-001;23/12/2024 08:21;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057201761-001;23/12/2024 08:32;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057204897-001;23/12/2024 09:11;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057204897-001;23/12/2024 09:11;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057217541-001;19/12/2024 20:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-057217541-001;19/12/2024 20:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057219500-001;21/12/2024 13:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057219500-001;21/12/2024 13:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-057220047-001;23/12/2024 11:02;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057220047-001;23/12/2024 11:02;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057220890-001;23/12/2024 11:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057220890-001;23/12/2024 11:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057221643-001;07/12/2024 23:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-057221643-001;07/12/2024 23:20;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057228188-001;23/12/2024 11:47;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057228188-001;23/12/2024 11:47;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057228357-001;22/12/2024 20:10;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-057228357-001;22/12/2024 20:10;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057229715-001;23/12/2024 11:07;1;1;OFICIAL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
2024-057229715-001;23/12/2024 11:07;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057245354-001;23/12/2024 13:30;2;3;PARTICULAR                    ;28;VAN                           ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057245354-001;23/12/2024 13:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2024-057245354-001;23/12/2024 13:30;3;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-057247576-001;20/12/2024 21:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
2024-057247576-001;20/12/2024 21:20;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-057251702-001;22/12/2024 13:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2024-001313047-001;05/01/2024 05:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2024-001314459-001;09/01/2024 17:28;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
2024-001314459-001;09/01/2024 17:28;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2024-001314960-001;09/01/2024 17:26;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÃO SE APLICA       
